entity	mutation_type	AUROC
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0.5
RCC	combined	0.25
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0.5833333333333333
RCC	combined	0.5
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0
RCC	INDEL	0.6666666666666667
RCC	combined	0.6666666666666667
RCC	SNV	0
RCC	Fusion gene	0.4166666666666667
RCC	INDEL	0
RCC	combined	0.5
RCC	SNV	0.8333333333333334
RCC	Fusion gene	1
RCC	INDEL	0.5833333333333334
RCC	combined	0.8333333333333334
RCC	SNV	0
RCC	Fusion gene	0.33333333333333337
RCC	INDEL	0.5
RCC	combined	0.33333333333333337
RCC	SNV	0.625
RCC	Fusion gene	0.5
RCC	INDEL	0.08333333333333334
RCC	combined	0.5
RCC	SNV	0
RCC	Fusion gene	0
RCC	INDEL	1
RCC	combined	0.16666666666666669
RCC	SNV	1
RCC	Fusion gene	1
RCC	INDEL	0.6666666666666667
RCC	combined	1
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0.33333333333333337
RCC	combined	1
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0.33333333333333337
RCC	combined	0.5
RCC	SNV	0.16666666666666669
RCC	Fusion gene	0.08333333333333334
RCC	INDEL	0.6666666666666667
RCC	combined	1
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.5833333333333333
RCC	INDEL	0.33333333333333337
RCC	combined	0.6666666666666667
RCC	SNV	1
RCC	Fusion gene	0.16666666666666669
RCC	INDEL	1
RCC	combined	0
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0.75
RCC	combined	0.33333333333333337
RCC	SNV	0.375
RCC	Fusion gene	0
RCC	INDEL	0.08333333333333334
RCC	combined	0.25
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.9166666666666666
RCC	INDEL	0
RCC	combined	0.8333333333333334
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.33333333333333337
RCC	INDEL	1
RCC	combined	0.6666666666666667
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.75
RCC	INDEL	0.33333333333333337
RCC	combined	0.6666666666666667
RCC	SNV	1
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	0.33333333333333337
RCC	combined	1
RCC	SNV	0.5
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0.75
RCC	combined	0.5
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.33333333333333337
RCC	INDEL	0.8333333333333334
RCC	combined	0
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.16666666666666669
RCC	INDEL	0.6666666666666667
RCC	combined	0.5
RCC	SNV	1
RCC	Fusion gene	0.33333333333333337
RCC	INDEL	0.6666666666666667
RCC	combined	0.5
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0.33333333333333337
RCC	INDEL	0.5
RCC	combined	0
RCC	SNV	1
RCC	Fusion gene	0.75
RCC	INDEL	0.5
RCC	combined	0.8333333333333334
RCC	SNV	0.5
RCC	Fusion gene	0
RCC	INDEL	0.5
RCC	combined	1
RCC	SNV	0.16666666666666669
RCC	Fusion gene	0
RCC	INDEL	0.9166666666666667
RCC	combined	0.5
RCC	SNV	0.5
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0.8333333333333334
RCC	combined	0.8333333333333334
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.16666666666666669
RCC	INDEL	0
RCC	combined	0.6666666666666667
RCC	SNV	1
RCC	Fusion gene	0.5833333333333334
RCC	INDEL	0.5
RCC	combined	0.16666666666666669
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.33333333333333337
RCC	INDEL	0.33333333333333337
RCC	combined	0.6666666666666667
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.5
RCC	INDEL	1
RCC	combined	0
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0.25
RCC	INDEL	0.16666666666666669
RCC	combined	0.6666666666666667
RCC	SNV	0
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	0.6666666666666667
RCC	combined	0
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	0
RCC	combined	1
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0
RCC	INDEL	0.8333333333333334
RCC	combined	0.16666666666666669
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	0.5
RCC	combined	0.6666666666666667
RCC	SNV	1
RCC	Fusion gene	0.41666666666666663
RCC	INDEL	0.33333333333333337
RCC	combined	0.875
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0
RCC	INDEL	0.5
RCC	combined	0.33333333333333337
RCC	SNV	0
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	1
RCC	combined	0.6666666666666667
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.6666666666666667
RCC	INDEL	0
RCC	combined	0.33333333333333337
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.5
RCC	INDEL	1
RCC	combined	0.5
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.5
RCC	INDEL	0.8333333333333334
RCC	combined	0.33333333333333337
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0.25
RCC	INDEL	0.5
RCC	combined	0.33333333333333337
RCC	SNV	0.5
RCC	Fusion gene	0
RCC	INDEL	0.33333333333333337
RCC	combined	0.875
RCC	SNV	0.5
RCC	Fusion gene	0.5
RCC	INDEL	0.5
RCC	combined	0.6666666666666667
RCC	SNV	1
RCC	Fusion gene	0.33333333333333337
RCC	INDEL	0.16666666666666669
RCC	combined	1
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	0
RCC	combined	0.5
RCC	SNV	0.5
RCC	Fusion gene	0.08333333333333334
RCC	INDEL	0.6666666666666667
RCC	combined	0.33333333333333337
RCC	SNV	0.8333333333333334
RCC	Fusion gene	0.4166666666666667
RCC	INDEL	1
RCC	combined	0.5
RCC	SNV	0.5
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	1
RCC	combined	0.6666666666666667
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0
RCC	INDEL	0.6666666666666667
RCC	combined	0
RCC	SNV	0
RCC	Fusion gene	0.16666666666666669
RCC	INDEL	0.5
RCC	combined	0.16666666666666669
RCC	SNV	0.5
RCC	Fusion gene	0.75
RCC	INDEL	0.8333333333333334
RCC	combined	0.41666666666666663
RCC	SNV	0
RCC	Fusion gene	0.5
RCC	INDEL	1
RCC	combined	0.6666666666666667
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.5
RCC	INDEL	0.41666666666666663
RCC	combined	0.33333333333333337
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.16666666666666669
RCC	INDEL	0.25
RCC	combined	0.6666666666666667
RCC	SNV	1
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	0.5
RCC	combined	0.875
RCC	SNV	0.6666666666666667
RCC	Fusion gene	0.25
RCC	INDEL	0.5
RCC	combined	0.6666666666666667
RCC	SNV	0.33333333333333337
RCC	Fusion gene	0.8333333333333334
RCC	INDEL	0.33333333333333337
RCC	combined	0.33333333333333337
RCC	SNV	0.5
RCC	Fusion gene	0.25
RCC	INDEL	0.33333333333333337
RCC	combined	0.5
RCC	SNV	0.16666666666666669
RCC	Fusion gene	1
RCC	INDEL	0.16666666666666669
RCC	combined	0.33333333333333337
RCC	SNV	0.5
RCC	Fusion gene	0.25
RCC	INDEL	0.9166666666666666
RCC	combined	0.5
RCC	SNV	1
RCC	Fusion gene	0.25
RCC	INDEL	0.5833333333333333
RCC	combined	0.6666666666666667
